Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
Call_2501,Agent_2,2023-04-29 20:50:14,21:10,General Inquiry,Y,No,28,0:08:02,3.009487279888382
Call_2502,Agent_4,2023-09-01 15:28:14,14:12,General Inquiry,N,No,97,0:06:27,2.311535976073034
Call_2503,Agent_2,2023-08-10 06:36:38,6:42,Billing,N,Yes,33,0:01:21,3.9485296558265564
Call_2504,Agent_1,2023-03-08 07:17:08,21:25,Feedback,Y,No,88,0:03:14,1.1468517739322666
Call_2505,Agent_2,2023-02-13 15:43:15,9:28,Sales Inquiry,N,No,69,0:09:12,2.899076024174605
Call_2506,Agent_1,2023-02-15 03:09:57,19:25,General Inquiry,N,No,95,0:07:26,2.345293577081334
Call_2507,Agent_3,2023-04-14 06:36:05,0:29,Technical Support,Y,No,20,0:03:44,4.682143540410219
Call_2508,Agent_4,2023-06-29 12:30:23,20:49,General Inquiry,N,Yes,11,0:09:43,1.0480121090907302
Call_2509,Agent_1,2023-07-12 03:15:32,1:20,Billing,Y,No,103,0:02:29,3.2112595028733963
Call_2510,Agent_2,2023-07-01 21:38:56,4:14,Technical Support,N,Yes,44,0:08:40,3.962654324266504
Call_2511,Agent_4,2023-06-21 21:41:08,10:55,General Inquiry,Y,Yes,100,0:08:48,2.940071950096165
Call_2512,Agent_5,2023-05-25 08:45:44,1:08,Billing,Y,Yes,119,0:08:20,1.3416121206508866
Call_2513,Agent_3,2023-01-01 00:41:38,17:03,General Inquiry,N,Yes,86,0:04:23,4.889845560111609
Call_2514,Agent_2,2023-12-12 12:54:28,18:07,Sales Inquiry,N,Yes,112,0:03:39,3.0720417255043917
Call_2515,Agent_2,2023-04-25 06:51:55,6:05,Sales Inquiry,Y,No,44,0:02:07,3.4567449772760455
Call_2516,Agent_1,2023-09-06 10:13:24,1:51,Feedback,Y,Yes,32,0:06:01,1.9464391308300293
Call_2517,Agent_2,2023-09-24 06:34:00,22:48,Technical Support,Y,Yes,117,0:08:09,2.9339923404272152
Call_2518,Agent_4,2023-04-13 03:40:19,10:11,Billing,Y,No,95,0:09:05,2.7165979678332874
Call_2519,Agent_5,2023-06-29 12:21:06,17:17,Feedback,Y,No,37,0:07:05,1.299583368007935
Call_2520,Agent_4,2023-12-05 13:04:04,16:05,General Inquiry,Y,No,14,0:04:12,1.424641414189869
Call_2521,Agent_2,2023-11-11 13:02:12,4:35,Sales Inquiry,Y,Yes,116,0:09:35,4.349890078475099
Call_2522,Agent_3,2023-01-24 05:43:07,9:04,Technical Support,N,No,75,0:04:11,1.959279808826361
Call_2523,Agent_1,2023-06-27 03:50:00,15:11,Technical Support,N,No,42,0:03:20,1.7798330859945222
Call_2524,Agent_3,2023-09-01 04:03:58,5:27,General Inquiry,Y,Yes,71,0:02:32,3.019645805000557
Call_2525,Agent_3,2023-10-31 07:46:43,4:28,Sales Inquiry,Y,No,41,0:03:55,4.074988525450052
Call_2526,Agent_3,2023-07-23 06:13:34,22:45,Technical Support,Y,No,34,0:05:05,1.2477860743159517
Call_2527,Agent_4,2023-09-04 05:05:34,11:26,Feedback,Y,Yes,37,0:05:09,3.3072316785530234
Call_2528,Agent_3,2023-07-30 18:40:43,18:08,Sales Inquiry,N,No,75,0:03:21,1.4768417713622934
Call_2529,Agent_4,2023-12-28 15:14:58,10:58,Sales Inquiry,Y,Yes,23,0:08:57,1.1458442033024738
Call_2530,Agent_2,2023-06-03 19:06:19,14:44,Billing,Y,No,88,0:08:55,1.2109758086488696
Call_2531,Agent_4,2023-02-12 02:45:14,19:45,Technical Support,Y,Yes,54,0:09:06,4.336656432833765
Call_2532,Agent_2,2023-12-19 05:08:35,8:49,Billing,N,No,113,0:08:13,1.4718899345122463
Call_2533,Agent_3,2023-11-18 06:13:03,8:22,Sales Inquiry,N,Yes,84,0:03:27,1.1806054576491678
Call_2534,Agent_3,2023-01-09 17:40:20,17:29,Sales Inquiry,N,No,88,0:01:52,2.751599548571649
Call_2535,Agent_1,2023-12-24 01:32:36,6:49,General Inquiry,Y,Yes,83,0:02:53,4.375973887768099
Call_2536,Agent_5,2023-02-27 23:48:23,2:47,General Inquiry,N,No,52,0:08:10,2.0496335059572077
Call_2537,Agent_2,2023-05-06 15:46:00,9:06,General Inquiry,Y,No,114,0:04:28,2.6868504701036655
Call_2538,Agent_1,2023-03-03 14:04:28,8:00,Technical Support,Y,Yes,85,0:04:21,1.159690130255005
Call_2539,Agent_1,2023-12-20 12:40:42,23:52,Sales Inquiry,N,No,98,0:06:36,2.7963140565395035
Call_2540,Agent_1,2023-07-06 15:48:46,7:32,Sales Inquiry,Y,No,47,0:07:40,3.3104523225485347
Call_2541,Agent_2,2023-06-20 15:57:21,12:14,Sales Inquiry,N,No,115,0:05:04,3.283628215008579
Call_2542,Agent_3,2023-09-30 10:58:46,16:21,Billing,Y,No,65,0:08:58,2.3297067686974606
Call_2543,Agent_2,2023-03-13 02:34:21,17:56,Technical Support,Y,No,104,0:06:41,2.262132722652542
Call_2544,Agent_5,2023-05-02 11:37:23,15:16,Technical Support,Y,No,23,0:04:39,1.4264944757463915
Call_2545,Agent_2,2023-08-12 04:00:46,3:44,Technical Support,N,No,25,0:05:21,2.4671932825850735
Call_2546,Agent_1,2023-09-03 05:46:37,3:14,Sales Inquiry,Y,Yes,82,0:08:04,1.3979786754918586
Call_2547,Agent_4,2023-10-05 07:46:33,2:42,Technical Support,Y,Yes,79,0:01:42,4.0663837788482065
Call_2548,Agent_1,2023-11-06 14:40:25,20:06,Sales Inquiry,Y,Yes,55,0:07:12,4.865097190992744
Call_2549,Agent_4,2023-11-22 02:44:37,6:49,Billing,Y,No,99,0:08:09,4.880297826666828
Call_2550,Agent_1,2023-10-11 10:54:52,18:25,General Inquiry,Y,No,35,0:05:09,4.460284397501575
Call_2551,Agent_1,2023-02-17 05:13:01,3:21,General Inquiry,Y,Yes,27,0:06:48,3.4031685973584764
Call_2552,Agent_1,2023-08-18 01:05:07,17:15,Technical Support,Y,No,77,0:06:56,3.8034627889755197
Call_2553,Agent_5,2023-05-13 23:37:36,20:31,Feedback,Y,No,84,0:08:23,2.1408232107216563
Call_2554,Agent_1,2023-01-19 01:15:19,5:01,Technical Support,N,No,27,0:01:13,3.5230816806904826
Call_2555,Agent_1,2023-07-06 08:50:45,12:05,Billing,Y,No,61,0:07:19,2.82259819775951
Call_2556,Agent_5,2023-05-11 05:45:25,23:08,Technical Support,Y,Yes,73,0:05:54,2.92806935910773
Call_2557,Agent_3,2023-07-01 04:47:05,4:03,Technical Support,N,No,33,0:01:17,4.031106241500632
Call_2558,Agent_3,2023-06-14 02:51:38,1:22,Feedback,Y,No,27,0:04:22,2.1276734223890066
Call_2559,Agent_5,2023-02-17 09:37:16,5:45,Technical Support,N,No,32,0:06:05,2.2721584467780795
Call_2560,Agent_4,2023-09-19 13:08:24,10:37,General Inquiry,Y,No,84,0:06:35,4.698567164514547
Call_2561,Agent_3,2023-02-25 09:10:45,2:58,Feedback,Y,Yes,82,0:05:27,1.224897179403889
Call_2562,Agent_3,2023-03-19 21:19:12,22:49,Feedback,N,Yes,59,0:05:09,2.9425371936533615
Call_2563,Agent_4,2023-02-11 14:25:17,10:03,Feedback,N,Yes,39,0:08:06,4.651203201631446
Call_2564,Agent_2,2023-07-29 03:32:22,12:31,Billing,Y,No,69,0:04:45,3.441452031272628
Call_2565,Agent_4,2023-12-13 23:10:42,9:32,Technical Support,Y,No,52,0:09:02,3.1856282968485283
Call_2566,Agent_3,2023-05-03 01:54:20,14:20,Feedback,N,Yes,86,0:01:45,1.9989767169174208
Call_2567,Agent_3,2023-09-02 16:50:47,9:45,Sales Inquiry,Y,No,107,0:05:02,2.373101956257793
Call_2568,Agent_4,2023-04-05 20:30:19,18:58,Technical Support,Y,No,46,0:01:58,4.408193663218771
Call_2569,Agent_4,2023-09-20 16:20:33,21:33,Billing,N,No,14,0:08:00,3.2368725270738326
Call_2570,Agent_5,2023-06-14 09:57:45,10:00,General Inquiry,Y,Yes,73,0:07:17,3.0589687750271195
Call_2571,Agent_1,2023-04-15 13:16:23,4:24,Technical Support,Y,No,87,0:05:46,1.3983188541601157
Call_2572,Agent_3,2023-05-20 05:12:19,22:32,Technical Support,N,No,46,0:01:18,1.0641126258204925
Call_2573,Agent_1,2023-01-20 02:46:43,8:47,Sales Inquiry,Y,Yes,94,0:07:30,4.854740754748196
Call_2574,Agent_4,2023-04-20 18:26:08,20:24,Sales Inquiry,N,Yes,111,0:09:38,2.5079446691473666
Call_2575,Agent_5,2023-04-01 17:17:23,13:02,Sales Inquiry,N,No,60,0:09:46,3.4128522483980173
Call_2576,Agent_5,2023-08-25 17:53:17,4:08,Sales Inquiry,N,No,22,0:05:23,1.31886029274914
Call_2577,Agent_4,2023-05-25 01:37:48,11:33,Technical Support,Y,No,52,0:06:09,3.732457142892186
Call_2578,Agent_5,2023-01-31 17:44:49,6:16,Sales Inquiry,Y,Yes,95,0:01:56,4.730266834823844
Call_2579,Agent_3,2023-12-20 22:56:33,12:01,General Inquiry,N,Yes,95,0:08:38,3.3026610119896787
Call_2580,Agent_5,2023-05-29 22:46:41,1:14,Technical Support,N,No,96,0:09:57,1.5044612895016423
Call_2581,Agent_5,2023-07-22 00:47:32,5:56,Billing,N,Yes,5,0:07:50,3.326886109893907
Call_2582,Agent_1,2023-10-20 16:32:43,14:01,Technical Support,Y,Yes,71,0:08:41,4.065388852418609
Call_2583,Agent_2,2023-07-18 14:56:34,12:10,Sales Inquiry,N,Yes,96,0:03:25,2.6256661462960746
Call_2584,Agent_1,2023-07-02 18:41:59,18:15,Technical Support,N,No,77,0:02:56,4.519350991765871
Call_2585,Agent_1,2023-07-04 18:49:43,6:52,General Inquiry,N,No,28,0:03:39,3.594731813429458
Call_2586,Agent_5,2023-02-07 23:15:59,14:47,Technical Support,N,No,102,0:01:33,4.59699567315681
Call_2587,Agent_2,2023-07-09 20:51:49,23:12,General Inquiry,Y,Yes,108,0:08:05,3.494021244989349
Call_2588,Agent_5,2023-11-04 08:57:46,19:36,General Inquiry,N,Yes,17,0:06:58,1.525151888019297
Call_2589,Agent_2,2023-09-29 10:30:53,0:54,Feedback,Y,Yes,12,0:06:29,2.2387668444207565
Call_2590,Agent_2,2023-06-24 19:42:58,15:45,Billing,N,No,18,0:01:01,1.8071797930098277
Call_2591,Agent_5,2023-11-06 07:27:29,19:09,General Inquiry,N,No,66,0:09:01,4.635305990867449
Call_2592,Agent_2,2023-02-16 03:55:00,8:18,General Inquiry,N,No,44,0:05:24,4.041600269149931
Call_2593,Agent_1,2023-04-28 15:39:59,10:36,General Inquiry,N,No,71,0:02:09,3.705593475640024
Call_2594,Agent_3,2023-09-03 01:29:52,13:17,Technical Support,N,No,118,0:07:29,2.2038652785264867
Call_2595,Agent_2,2023-06-14 10:34:28,20:26,Feedback,Y,Yes,103,0:07:38,1.736179088200854
Call_2596,Agent_2,2023-08-09 17:17:37,8:02,Sales Inquiry,Y,No,56,0:04:54,4.025804351955648
Call_2597,Agent_5,2023-08-06 09:57:38,19:37,General Inquiry,N,No,108,0:04:54,2.8966317835163187
Call_2598,Agent_4,2023-10-06 14:17:14,7:22,Technical Support,Y,No,27,0:04:52,1.9031582086025165
Call_2599,Agent_4,2023-01-03 05:45:21,22:26,Feedback,Y,No,33,0:05:04,3.4664879126611003
Call_2600,Agent_1,2023-06-22 12:51:42,13:39,General Inquiry,Y,No,47,0:01:51,1.161335408553808
Call_2601,Agent_3,2023-03-09 01:47:57,18:24,Feedback,Y,Yes,5,0:07:23,2.304681016513014
Call_2602,Agent_1,2023-12-30 22:48:48,5:25,Sales Inquiry,Y,No,98,0:09:51,2.8742279783645386
Call_2603,Agent_3,2023-02-25 11:09:15,1:47,Sales Inquiry,Y,Yes,29,0:07:44,1.5918333364376234
Call_2604,Agent_5,2023-06-26 20:13:19,11:19,Sales Inquiry,Y,Yes,24,0:08:10,4.938617910363359
Call_2605,Agent_1,2023-09-05 19:14:04,20:27,Technical Support,Y,No,118,0:01:15,1.836389458358457
Call_2606,Agent_2,2023-06-02 17:18:27,18:49,Feedback,N,Yes,13,0:08:12,1.5214125201730622
Call_2607,Agent_4,2023-08-25 01:59:43,19:24,Billing,N,No,90,0:06:47,1.8141394955475856
Call_2608,Agent_1,2023-10-02 12:06:44,21:27,Sales Inquiry,N,Yes,54,0:01:03,4.076244532638897
Call_2609,Agent_2,2023-08-28 23:31:06,5:39,Billing,N,Yes,88,0:08:19,2.7020226370873712
Call_2610,Agent_5,2023-10-24 18:28:16,21:37,Sales Inquiry,Y,Yes,70,0:09:41,3.261663759010152
Call_2611,Agent_2,2023-02-20 23:29:26,12:06,General Inquiry,N,Yes,31,0:02:38,1.084036627945443
Call_2612,Agent_2,2023-02-14 13:07:45,21:13,Billing,Y,Yes,33,0:05:49,1.1377252342932582
Call_2613,Agent_4,2023-07-07 00:53:47,16:16,Feedback,N,No,84,0:09:22,2.7833021993080647
Call_2614,Agent_2,2023-01-02 17:31:29,14:21,General Inquiry,N,Yes,59,0:02:31,4.2666209728064945
Call_2615,Agent_3,2023-03-26 01:36:14,10:43,Billing,Y,Yes,23,0:08:27,4.5409555148302605
Call_2616,Agent_1,2023-04-03 04:50:16,11:55,Technical Support,Y,No,82,0:04:45,1.3468262703825609
Call_2617,Agent_1,2023-10-17 02:50:44,2:33,Technical Support,Y,Yes,55,0:08:42,3.153452408404091
Call_2618,Agent_1,2023-11-09 06:20:40,11:43,Sales Inquiry,N,No,117,0:04:25,4.652918745117082
Call_2619,Agent_5,2023-10-08 11:12:46,16:21,General Inquiry,N,Yes,69,0:07:54,2.5518910175915455
Call_2620,Agent_4,2023-12-25 08:46:04,1:54,Feedback,Y,No,70,0:05:12,4.318263325713474
Call_2621,Agent_3,2023-09-07 06:56:00,7:08,Technical Support,N,Yes,87,0:08:52,1.5347826175977448
Call_2622,Agent_4,2023-07-26 12:56:05,21:22,Sales Inquiry,Y,Yes,22,0:08:41,4.741577958671195
Call_2623,Agent_5,2023-01-05 14:31:48,12:28,Billing,N,Yes,65,0:07:48,4.00569327012521
Call_2624,Agent_3,2023-05-25 16:12:21,13:34,Billing,Y,No,105,0:03:41,4.765337571147606
Call_2625,Agent_4,2023-05-07 17:23:10,9:15,Feedback,Y,Yes,39,0:09:19,3.706468934210026
Call_2626,Agent_3,2023-07-19 11:48:05,22:37,General Inquiry,Y,Yes,36,0:01:22,2.453615727997708
Call_2627,Agent_5,2023-06-12 14:29:56,16:57,Feedback,N,Yes,11,0:03:38,4.75272469009889
Call_2628,Agent_1,2023-10-20 08:48:40,2:15,General Inquiry,Y,No,55,0:08:24,2.102267105236714
Call_2629,Agent_1,2023-12-16 04:44:10,8:21,Sales Inquiry,Y,No,40,0:09:50,2.32869008824693
Call_2630,Agent_3,2023-06-06 13:46:10,17:31,Technical Support,N,No,64,0:07:46,3.8032336720069613
Call_2631,Agent_5,2023-01-11 20:12:51,3:26,Technical Support,Y,No,60,0:01:36,4.061265198101545
Call_2632,Agent_2,2023-02-06 20:10:37,22:54,Billing,N,Yes,119,0:03:39,4.717613935396615
Call_2633,Agent_4,2023-04-12 10:46:13,7:55,General Inquiry,Y,No,57,0:01:58,1.819209636224838
Call_2634,Agent_4,2023-06-04 23:25:21,21:16,Sales Inquiry,N,Yes,94,0:05:46,4.191992140876896
Call_2635,Agent_4,2023-10-13 01:53:14,12:33,Feedback,N,No,83,0:04:51,3.9541842135878538
Call_2636,Agent_4,2023-08-20 05:14:19,3:38,Billing,Y,Yes,28,0:03:45,1.2551782250143915
Call_2637,Agent_3,2023-10-03 00:02:22,10:26,Technical Support,N,No,98,0:07:13,2.548892564840828
Call_2638,Agent_2,2023-10-30 02:09:20,5:33,Sales Inquiry,N,Yes,49,0:06:23,2.1310618282403944
Call_2639,Agent_1,2023-11-30 02:35:31,2:17,Technical Support,Y,No,44,0:02:55,2.2179616974161216
Call_2640,Agent_3,2023-12-01 11:02:10,23:08,General Inquiry,Y,No,41,0:02:58,4.931787518218803
Call_2641,Agent_1,2023-12-06 21:06:29,18:12,Technical Support,Y,Yes,65,0:09:44,3.5711096539197116
Call_2642,Agent_1,2023-01-27 03:05:17,5:48,Feedback,N,No,79,0:03:29,3.8707046311739983
Call_2643,Agent_1,2023-12-01 22:46:11,2:21,Sales Inquiry,Y,No,78,0:01:38,4.906470549260037
Call_2644,Agent_1,2023-06-25 18:59:29,16:11,Technical Support,N,No,16,0:05:07,2.5088071298305548
Call_2645,Agent_2,2023-09-16 02:39:51,11:54,Feedback,Y,No,93,0:05:57,4.207360673811223
Call_2646,Agent_5,2023-02-21 05:12:35,9:23,Sales Inquiry,N,Yes,90,0:08:13,2.7381238532179815
Call_2647,Agent_2,2023-04-17 14:57:18,6:55,Technical Support,N,No,116,0:05:49,4.478134687259919
Call_2648,Agent_2,2023-01-03 10:05:50,17:30,Billing,N,Yes,90,0:05:59,1.7226301652452127
Call_2649,Agent_2,2023-06-15 14:52:50,19:34,Technical Support,N,No,53,0:05:02,4.790744708257119
Call_2650,Agent_2,2023-12-09 20:06:47,3:48,Technical Support,Y,No,120,0:04:27,1.8750868336435187
Call_2651,Agent_3,2023-11-16 13:24:56,5:17,Feedback,Y,Yes,88,0:03:45,2.304882027923726
Call_2652,Agent_2,2023-02-12 16:03:07,23:39,Feedback,Y,Yes,49,0:06:29,4.024768936427122
Call_2653,Agent_5,2023-09-22 15:21:07,14:09,General Inquiry,Y,No,45,0:05:29,2.575020566261627
Call_2654,Agent_2,2023-04-29 08:48:19,9:40,Sales Inquiry,Y,No,97,0:03:39,3.4328455070657866
Call_2655,Agent_2,2023-11-10 22:20:57,17:27,Feedback,Y,No,51,0:08:50,2.778294004277714
Call_2656,Agent_4,2023-05-19 09:33:15,5:32,Technical Support,Y,Yes,54,0:09:51,3.9694797483591273
Call_2657,Agent_3,2023-05-15 01:35:34,20:18,Technical Support,Y,No,13,0:04:11,1.9133250094744434
Call_2658,Agent_2,2023-03-14 08:35:17,9:02,Sales Inquiry,N,No,78,0:04:16,1.233831948947508
Call_2659,Agent_1,2023-11-13 12:16:48,2:17,Technical Support,Y,Yes,56,0:06:29,2.199717589892265
Call_2660,Agent_4,2023-08-15 12:23:11,2:10,General Inquiry,N,Yes,44,0:04:52,2.897234659473721
Call_2661,Agent_3,2023-09-06 20:29:39,15:19,General Inquiry,Y,Yes,8,0:07:02,1.6720802087707143
Call_2662,Agent_1,2023-07-13 00:28:42,19:45,Billing,N,Yes,46,0:01:20,2.4191891586255547
Call_2663,Agent_2,2023-04-23 01:46:05,3:07,Technical Support,N,Yes,7,0:03:00,2.599932073174274
Call_2664,Agent_4,2023-04-08 06:49:30,4:33,General Inquiry,N,No,29,0:05:42,1.2295673747530942
Call_2665,Agent_2,2023-01-30 22:47:05,19:14,Feedback,Y,No,42,0:09:49,3.333228992736818
Call_2666,Agent_4,2023-10-03 13:40:39,9:15,Billing,Y,Yes,85,0:07:56,4.5373737118851505
Call_2667,Agent_1,2023-03-09 13:08:04,8:27,Billing,Y,No,72,0:05:01,1.6069716518122097
Call_2668,Agent_1,2023-06-14 10:53:54,14:16,Billing,N,Yes,80,0:06:51,3.391232053606056
Call_2669,Agent_1,2023-08-05 05:09:39,14:22,General Inquiry,Y,No,101,0:09:50,3.658956819643385
Call_2670,Agent_1,2023-10-14 09:06:10,10:51,Technical Support,N,No,84,0:05:14,2.6773387216771534
Call_2671,Agent_4,2023-04-26 21:41:47,2:52,Billing,Y,Yes,26,0:07:54,3.80439034945708
Call_2672,Agent_4,2023-09-13 06:01:04,13:33,Sales Inquiry,Y,No,10,0:01:18,2.642926173964048
Call_2673,Agent_4,2023-01-05 03:08:12,16:21,Sales Inquiry,Y,No,81,0:02:05,3.0185491519097396
Call_2674,Agent_5,2023-03-08 00:27:23,11:01,Technical Support,N,No,115,0:08:24,1.029412178217708
Call_2675,Agent_2,2023-07-04 15:58:22,12:37,Technical Support,Y,No,103,0:09:11,3.7668804565387553
Call_2676,Agent_4,2023-07-11 16:02:31,19:35,Sales Inquiry,Y,Yes,109,0:04:56,3.6453707157788977
Call_2677,Agent_1,2023-12-21 18:27:02,20:19,General Inquiry,Y,Yes,13,0:04:19,1.1536035093053782
Call_2678,Agent_2,2023-07-02 15:59:02,13:30,Technical Support,Y,Yes,82,0:05:08,2.4730004295805323
Call_2679,Agent_2,2023-04-17 02:53:17,23:51,Technical Support,Y,Yes,47,0:09:20,4.9161273631666695
Call_2680,Agent_1,2023-05-13 04:31:15,7:01,Technical Support,N,Yes,104,0:05:21,2.682946250274467
Call_2681,Agent_3,2023-11-10 12:12:42,16:50,Sales Inquiry,Y,No,80,0:06:21,3.007781620527367
Call_2682,Agent_4,2023-08-14 00:47:07,17:14,Billing,Y,Yes,13,0:03:20,4.639720632638874
Call_2683,Agent_5,2023-03-22 07:23:19,16:01,Billing,Y,Yes,51,0:03:22,3.8690475034630256
Call_2684,Agent_2,2023-05-30 04:02:10,21:42,Feedback,N,No,30,0:06:26,3.3282805244968943
Call_2685,Agent_3,2023-09-01 08:25:47,14:55,Feedback,Y,No,41,0:02:29,4.1912187253642905
Call_2686,Agent_4,2023-02-05 22:24:14,1:35,General Inquiry,Y,Yes,87,0:09:24,4.457465065823893
Call_2687,Agent_2,2023-05-15 20:43:39,2:55,Feedback,N,No,89,0:03:43,2.8275522869490675
Call_2688,Agent_1,2023-02-21 15:05:10,21:22,Feedback,Y,No,74,0:01:17,2.9004334597273416
Call_2689,Agent_4,2023-03-27 12:22:50,8:02,Billing,N,Yes,105,0:04:55,2.544203742607343
Call_2690,Agent_2,2023-03-30 17:02:29,12:04,Billing,N,No,10,0:04:04,4.866824560073843
Call_2691,Agent_1,2023-05-31 01:01:43,9:53,Technical Support,N,No,38,0:01:54,3.7886650171614016
Call_2692,Agent_1,2023-07-01 02:37:23,17:15,Feedback,Y,Yes,45,0:03:19,1.3328922648322892
Call_2693,Agent_4,2023-08-22 17:17:30,22:13,Sales Inquiry,N,Yes,39,0:07:48,4.451838493252074
Call_2694,Agent_3,2023-04-26 04:24:57,2:08,Billing,N,Yes,112,0:03:30,2.9222397633450723
Call_2695,Agent_3,2023-01-12 23:49:02,19:37,Feedback,Y,Yes,85,0:02:39,1.2750156256899499
Call_2696,Agent_4,2023-11-30 02:17:42,7:53,Billing,N,No,71,0:05:37,3.198869020653244
Call_2697,Agent_2,2023-11-23 09:32:36,10:30,Sales Inquiry,N,No,6,0:04:26,2.6686571159028083
Call_2698,Agent_4,2023-02-27 16:21:12,13:47,Sales Inquiry,Y,No,112,0:04:22,4.5109976194504995
Call_2699,Agent_4,2023-12-14 00:53:36,23:45,Feedback,N,Yes,104,0:06:02,1.8159784144375495
Call_2700,Agent_4,2023-05-26 06:14:50,0:20,Sales Inquiry,N,Yes,95,0:09:48,4.305858437968732
Call_2701,Agent_1,2023-10-12 08:28:03,0:58,General Inquiry,Y,Yes,98,0:06:58,3.230754764741811
Call_2702,Agent_1,2023-11-07 15:17:33,15:31,Feedback,Y,No,69,0:09:32,1.2184412128538762
Call_2703,Agent_1,2023-06-22 06:56:40,22:07,Technical Support,Y,No,116,0:09:20,4.8873812053019385
Call_2704,Agent_5,2023-03-05 17:34:30,21:14,Billing,N,No,35,0:03:52,3.0504609764127997
Call_2705,Agent_2,2023-11-29 23:46:16,7:55,Feedback,N,No,41,0:04:49,2.16350741692633
Call_2706,Agent_2,2023-08-04 20:02:29,12:29,Sales Inquiry,Y,Yes,70,0:07:25,2.8776273679570323
Call_2707,Agent_1,2023-07-01 04:58:08,9:24,Billing,Y,No,69,0:08:48,4.431431134069956
Call_2708,Agent_4,2023-05-15 20:43:10,6:30,Billing,Y,No,58,0:05:28,2.219612497540254
Call_2709,Agent_2,2023-04-23 21:00:08,1:27,General Inquiry,Y,Yes,33,0:02:17,1.7707055859468013
Call_2710,Agent_1,2023-11-16 21:54:31,12:51,Technical Support,Y,No,34,0:09:50,1.5162849877235258
Call_2711,Agent_4,2023-02-04 06:22:00,23:06,Technical Support,Y,No,93,0:02:38,2.191437593560845
Call_2712,Agent_1,2023-03-06 07:43:50,10:03,Technical Support,Y,Yes,67,0:04:14,4.120192348160174
Call_2713,Agent_1,2023-08-02 18:46:17,20:27,General Inquiry,N,Yes,51,0:04:49,2.8865054607810468
Call_2714,Agent_4,2023-09-19 06:48:53,13:53,General Inquiry,Y,No,103,0:01:08,1.90992641477416
Call_2715,Agent_3,2023-08-20 18:41:17,0:11,Billing,N,No,16,0:05:11,1.6647399984389968
Call_2716,Agent_1,2023-09-15 05:10:06,3:28,Sales Inquiry,N,No,30,0:09:05,2.3309179060415164
Call_2717,Agent_4,2023-05-14 03:39:16,7:22,General Inquiry,Y,No,47,0:04:13,4.759697491542836
Call_2718,Agent_3,2023-05-27 18:46:30,11:36,General Inquiry,Y,Yes,91,0:06:19,2.3721068503600975
Call_2719,Agent_1,2023-07-04 10:03:06,23:22,Technical Support,Y,Yes,117,0:02:07,4.952496303818542
Call_2720,Agent_4,2023-10-30 06:05:34,13:00,Feedback,N,No,70,0:02:26,2.9409218230614247
Call_2721,Agent_3,2023-03-06 10:26:45,19:17,Sales Inquiry,N,No,105,0:02:59,1.7166556731606035
Call_2722,Agent_2,2023-08-06 04:40:15,3:04,Billing,Y,No,79,0:07:05,4.564560367174037
Call_2723,Agent_5,2023-08-20 03:03:57,6:58,Sales Inquiry,N,Yes,115,0:01:51,2.8414214925393075
Call_2724,Agent_2,2023-07-09 10:03:24,13:16,General Inquiry,Y,No,15,0:08:55,3.8386853740180977
Call_2725,Agent_3,2023-07-21 18:12:11,10:22,Sales Inquiry,N,Yes,97,0:07:24,4.934846332836607
Call_2726,Agent_2,2023-01-11 16:48:53,15:06,Feedback,N,Yes,16,0:09:19,1.200701401279896
Call_2727,Agent_1,2023-11-14 22:26:33,22:25,Sales Inquiry,N,No,40,0:07:00,1.3867782391502685
Call_2728,Agent_3,2023-12-07 08:53:12,21:08,Technical Support,N,No,49,0:08:06,3.8818269658510247
Call_2729,Agent_2,2023-07-08 04:10:21,18:49,Billing,Y,Yes,75,0:01:29,2.127300013181888
Call_2730,Agent_3,2023-07-30 18:01:57,2:07,Feedback,Y,No,48,0:09:08,1.7372055878003962
Call_2731,Agent_2,2023-01-07 11:03:09,12:52,Feedback,Y,Yes,83,0:07:36,1.157447519278918
Call_2732,Agent_2,2023-01-25 07:07:11,8:33,Billing,N,No,15,0:05:10,1.0873868479448072
Call_2733,Agent_2,2023-04-27 10:40:08,21:14,Technical Support,N,Yes,28,0:01:19,4.0979424124791635
Call_2734,Agent_3,2023-08-15 02:17:55,13:03,General Inquiry,Y,Yes,98,0:05:17,1.5377337094782
Call_2735,Agent_3,2023-11-21 05:16:51,20:47,General Inquiry,Y,No,114,0:01:20,2.8708824638846036
Call_2736,Agent_4,2023-05-23 22:31:15,20:30,Billing,Y,No,80,0:06:49,3.423587260717932
Call_2737,Agent_1,2023-12-12 07:41:43,16:34,Billing,Y,No,84,0:08:08,2.713407202275385
Call_2738,Agent_1,2023-10-04 15:41:53,1:57,Billing,Y,Yes,14,0:05:29,1.1084266093449324
Call_2739,Agent_5,2023-01-24 03:21:51,10:09,General Inquiry,Y,Yes,7,0:04:41,4.134006010351635
Call_2740,Agent_3,2023-10-29 07:34:55,22:59,Technical Support,N,No,102,0:08:04,1.042052898166614
Call_2741,Agent_3,2023-12-04 00:31:17,21:54,Sales Inquiry,N,No,81,0:08:09,4.0475595775099364
Call_2742,Agent_5,2023-12-17 15:56:59,11:26,Billing,N,No,72,0:02:17,4.573217975152491
Call_2743,Agent_2,2023-05-26 13:43:34,15:11,General Inquiry,Y,Yes,117,0:05:52,2.731359684228689
